,column_num,sentence,index,overall,cat
392,44157,Build quality seems fine to me.,44157,3,3
393,44157,I've worn these a few days.,44157,3,-1
394,44157,"They are easy to adjust, and I usually forget I'm wearing them they're so comfortable.",44157,3,3
395,44157,"As others have said, the fasteners here will only work on verrrry thin socks, or, as long as the top 1"" of your socks are very thin.",44157,3,3
396,44157,"Like, on a scale of 1-10, 1 being women's panty hose and 10 being thick wool boot/winter socks, your socks couldn't be much thicker than a 2.",44157,3,-1
397,44157,"I guess the designers opted for this fastener design so as to reduce risk of damage to the socks attached to them, whereas something simpler and stronger like alligator clips would eventually eat through a sock.",44157,3,-1
398,44158,I am petite and this was to long for me.,44158,3,1
399,44158,I had to return it.,44158,3,-1
400,44159,"Love the color of this dress, but wish there was less material at the waist.",44159,3,-1
401,44159,"I have a slender build and small chest, and the dress seems to droop awkwardly in the front between the neckline and the waistline.",44159,3,1
402,44159,"I think it can be altered to fit better, but would recommend ordering smaller than you normally wear if you have a smaller build.",44159,3,1
403,44160,Good quality tights for the price.,44160,3,3
404,44160,Waist is small and does not stretch a lot.,44160,3,-1
405,44160,it's a bit difficult getting past my upper thighs and butt.,44160,3,1
406,44160,So perhaps medium would've been better.,44160,3,1
407,44161,It was completely sheer and I am a c-cup and it was too tight even in an XL.,44161,3,1
408,44162,super SHORT... not a dress... decent fabric and workmanship...,44162,3,-1
409,44163,But I ordered through Prime and didn't get them until 7 days later.,44163,3,0
410,44164,"Not the greatest quality, but you get what you pay for.",44164,3,3
411,44164,"I'm a curvy size four and the small was too tight, so I would recommend ordering up.",44164,3,1
412,44165,Cute suit ..but way toooooo small.,44165,3,1
413,44165,Be sure to order 2 sizes up to get close!,44165,3,1
414,44166,beautiful dress but way too long and would be impossible to shorten and save bottom.,44166,3,1
415,44166,slip shoes through dress.,44166,3,1
416,44167,These were to replace a pair of NB Walking Shoes of similar style.,44167,3,-1
417,44167,I like them and they fit okay but are a bit tight.,44167,3,1
418,44167,The toe box is wide enough but not deep and the shoe is not quite as lengthy as the old shoe of the same size.,44167,3,1
419,44167,I'm keeping them because they are wearable and I think they will break in well enough.,44167,3,-1
420,44168,"I was under the impression this was gonna be more of a sweatshirt, but it's pretty thin material.",44168,3,3
421,44169,This product ships from China and the sizing is for small busted women.,44169,3,1
422,44171,Bottoms fit but the top runs small,44171,3,1
423,44173,Took over a month to get here !,44173,3,0
424,44173,Looks exactly like the picture though.,44173,3,-1
425,44173,"The material is pretty cheap too, as if the pattern part is gonna come off shortly.",44173,3,3
426,44174,I love this print and have it in a top.,44174,3,2
427,44174,"The ""leggings"" are thin, made of a similar material to the top.",44174,3,3
428,44174,But I still like them.,44174,3,-1
429,44174,Just gotta remember matching undies.,44174,3,-1
430,44175,These pants are similar to a pantyhose feel!,44175,3,-1
431,44175,Very thin but not too see through.,44175,3,3
432,44175,Pretty snug for an XL.,44175,3,1
433,44175,It's what I would normally wear but felt more like a M/L size.,44175,3,1
434,44176,I thought this was really poor quality and super ugly when it first showed up on my door step.,44176,3,3
435,44176,"After washing it, it's actually not so bad.",44176,3,-1
436,44176,Still not the highest quality but looks way better than it originally did.,44176,3,3
437,44176,"However, not as awesome as the picture for the product.",44176,3,2
438,44177,Needed  next size.,44177,3,1
439,44178,"too tight...i am 5'4, 120 lbs.",44178,3,1
440,44178,"zipper on the side, too tight for me.",44178,3,1
441,44178,i purchased a small size.,44178,3,1
442,44178,i aint crazy about the fabric.,44178,3,3
443,44178,But like price like fabric,44178,3,3
444,44179,alot shorter that it shows in the picture,44179,3,1
445,44180,My daughter loves it...,44180,3,-1
446,44180,"Normally she is a size medium Juniors...5'3"" and 125 lbs.",44180,3,1
447,44180,I ordered a Large...,44180,3,-1
448,44180,It just fits without being bagging...,44180,3,1
